id,title,authors,publisher,published_date,description,reading_modes,page_count,categories,language,is_ebook,epub_is_available,pdf_is_available,maturity_rating,public_domain,image_links,preview_link
03WquAAACAAJ,Jane Eyre,Charlotte Brontë,,2010,"Bronte's infamous Gothic novel tells the story of orphan Jane, a child of unfortunate circumstances. Raised and treated badly by her aunt and cousins and eventually sent away to a cruel boarding school, it is not until Jane becomes a governess at Thornfield that she finds happiness. Meek, measured, but determined, Jane soon falls in love with her brooding and stormy master, Mr Rochester, but it is not long before strange and unnerving events occur in the house and Jane is forced to leave Thornfield to pursue her future.",,462.0,['Romance'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=03WquAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=03WquAAACAAJ&dq=subject:romance&hl=&cd=1&source=gbs_api
MbbkFOnP7OkC,A Holiday of Love,"Jude Deveraux, Arnette Lamb, Jill Barnett, Judith McNaught",Simon and Schuster,2005-10-25,"In New York City in the late 1800s, a beautiful but clumsy angel turns a lonely man's life around.... In medieval Scotland, the intrigues of a Christmas Mass imperil two Highland lovers....In Regency London, a world-weary lord receives an outrageous proposal....And in modern-day Colorado, a clever twelve-year-old plays matchmaker for his bighearted but impractical mother.",,386.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=MbbkFOnP7OkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=MbbkFOnP7OkC&printsec=frontcover&dq=subject:romance&hl=&cd=2&source=gbs_api
LUVbAAAAMAAJ,Sunset in St. Tropez,Danielle Steel,,2002,"Taking a vacation together to grieve over the death of one of their group, five friends are dismayed by the ramshackle mansion they find instead of the garden villa they expected, and the unexpected appearance of the new girlfriend of the widowed husband.",,248.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=LUVbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=LUVbAAAAMAAJ&dq=subject:romance&hl=&cd=3&source=gbs_api
30RbAAAAMAAJ,Special Delivery,Danielle Steel,,1997,"Tells the story of Jack Watson, a wealthy Beverly Hills businessman and widower, who falls in love with his daughter-in-law's mother and together they discover a relationship marked by challenges and surprises.",,232.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=30RbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=30RbAAAAMAAJ&dq=subject:romance&hl=&cd=4&source=gbs_api
w4b-I_NSgXYC,Love Only Once,Johanna Lindsey,,1985,"The exquisite niece of Lord Edward and Lady Charlotte Malory, Regina Ashton is outraged over her abduction by the arrogant, devilishly handsome Nicholas Eden, and is determined to make the rogue pay, with his heart.",,452.0,['England'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=w4b-I_NSgXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=w4b-I_NSgXYC&dq=subject:romance&hl=&cd=5&source=gbs_api
uycf7ReHlYYC,Last Voyage of the Valentina,Santa Montefiore,Simon and Schuster,2006-05-23,"""Originally published in Great Britain in 2005 by Hodder and Stoughton""--T.p. verso.",,417.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=uycf7ReHlYYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=uycf7ReHlYYC&printsec=frontcover&dq=subject:romance&hl=&cd=6&source=gbs_api
9vVlAAAAMAAJ,Toxic Bachelors,Danielle Steel,"Random House Digital, Inc.",2005,"Three daunting bachelors embark on a journey to the Mediterranean where they face women who challenge their deepest relationship phobias, sparking big changes in the once-carefree trio that just might put an end to their carousing days.",,344.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=9vVlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=9vVlAAAAMAAJ&dq=subject:romance&hl=&cd=7&source=gbs_api
QES7mCcS4EwC,Above and Beyond,Sandra Brown,Mira Books,1986,Trevor's love for Kyla--the widow of his best friend--is complicated by a secret that threatens to destroy their fragile relationship,,297.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=QES7mCcS4EwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=QES7mCcS4EwC&dq=subject:romance&hl=&cd=8&source=gbs_api
EvqJCGeqKhsC,Pride and Prejudice,Jane Austen,"Oxford University Press, USA",1980,The text of Pride and Prejudice is the 1813 first edition text.,,388.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=EvqJCGeqKhsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=EvqJCGeqKhsC&dq=subject:romance&hl=&cd=9&source=gbs_api
SxPUCwAAQBAJ,Me Before You (Movie Tie-In),Jojo Moyes,Penguin Books,2016-04-26,"Taking a job as an assistant to extreme sports enthusiast Will, who is wheelchair bound after a motorcycle accident, Louisa struggles with her employer's acerbic moods and learns of his shocking plans before demonstrating to him that life is still worth living.",,402.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=SxPUCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=SxPUCwAAQBAJ&dq=subject:romance&hl=&cd=10&source=gbs_api
0zWbv25MEzkC,Second Chance,Danielle Steel,"Random House Digital, Inc.",2004,"Freewheeling fashion magazine editor Fiona Monaghan meets her match--and opposite--in conservative widower John Anderson, who accompanies her to a Paris couture show and unexpectedly steals her heart, a development that prompts both to adapt their contrasting lifestyles. 900,000 first printing.",,248.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=0zWbv25MEzkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=0zWbv25MEzkC&dq=subject:romance&hl=&cd=11&source=gbs_api
sEOFBQAAQBAJ,A Beautiful Wedding,Jamie McGuire,Simon and Schuster,2014-11-25,"""You know that Abby Abernathy unexpectedly became Mrs. Maddox. But what do you really know? Why did Abby pop the question? What secrets were shared before the ceremony? Where did they spend their wedding night? Who else knew about it . . . and didn't tell? Everything about Abby and Travis's elopement was top-secret . . . until now. Fans of ""Beautiful Disaster"" and ""Walking Disaster"" will get all of their questions answered in this whirlwind tale of the wedding day (and night)...""--Provided by publisher.",,176.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=sEOFBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=sEOFBQAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=12&source=gbs_api
_y8kwT-j3sUC,Simple Gifts,"Judith McNaught, Jude Deveraux",Simon and Schuster,2001-12,4 Heartwarming Christmas Stories.,,404.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=_y8kwT-j3sUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=_y8kwT-j3sUC&printsec=frontcover&dq=subject:romance&hl=&cd=13&source=gbs_api
FTDuAAAAMAAJ,Sons and Lovers,David Herbert Lawrence,Penguin Group,1977,A provocative portrait of an artist torn between love for his possessive mother and desire for two young beautiful women. It is also the story of Paul Morel's growing into manhood torn by both inner and outer conflict.,,650.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=FTDuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=FTDuAAAAMAAJ&dq=subject:romance&hl=&cd=14&source=gbs_api
Aso0uAAACAAJ,Sense and Sensibility,Jane Austen,"Atlantic Publishing, Croxley Green",2012-01-31,Classics with legible texts you can actually read at a fantastic price.,,0.0,['Books and reading'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Aso0uAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Aso0uAAACAAJ&dq=subject:romance&hl=&cd=15&source=gbs_api
CWDoCNRjGkAC,A Secret Affair,Barbara Taylor Bradford,HarperCollins Publishers,1996,"Written in the same small format as her bestselling Love in Another Town, Barbara Taylor Bradford's newest novel tells the story of an illicit, fate ful affair. When a respected American TV newsman and a young artist meet in Venice and fall in love, the only hope for sustaining their relationship is via a series of planned rendezvous. A Secret Affair tells their moving story.",,204.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=CWDoCNRjGkAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=CWDoCNRjGkAC&dq=subject:romance&hl=&cd=16&source=gbs_api
-PVWACFDvmEC,Prince Charming,Julie Garwood,Simon and Schuster,1995-02,"Beautiful Taylor Baker, whose fiance has eloped with her odious cousin and whose greedy uncle has his own plans for her, escapes to Montana with rough-edged American Lucas Ross.",,564.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=-PVWACFDvmEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=-PVWACFDvmEC&printsec=frontcover&dq=subject:romance&hl=&cd=17&source=gbs_api
4TtmtWzIIpsC,Captivated,Nora Roberts,Silhouette,2004-01-25,His interest in her was purely professional ... or so he told himself.,,312.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=4TtmtWzIIpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=4TtmtWzIIpsC&dq=subject:romance&hl=&cd=18&source=gbs_api
ZaBBAAAAQBAJ,A Man to Call My Own,Johanna Lindsey,Simon and Schuster,2004-04,"Charismatic twins Amanda and Marlan Laton, sent to live with their aunt on a sprawling 1870s Texas ranch, find themselves competing for the love of cowboy neighbor Chad Kinkaid.",,465.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=ZaBBAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=ZaBBAAAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=19&source=gbs_api
bMwgAQAAIAAJ,The Copper Beech,Maeve Binchy,,1992,"In the Irish town of Schancarrig, the young people carve their initials--and those of their loves-into the copper beech tree in front of the schoolhouse. But not even Father Gunn, the parish priest, who knows most of what goes on behind Shancarrig's closed doors, or Dr. Jims, the village doctor, who knows all the rest, realizes that not everything in the placid village is what it seems.",,360.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=bMwgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=bMwgAQAAIAAJ&dq=subject:romance&hl=&cd=20&source=gbs_api
a6VXEAAAQBAJ,The Spanish Love Deception,Elena Armas,Simon and Schuster,2022-02-08,"A wedding. A trip to Spain. The most infuriating man. And three days of pretending. Or in other words, a plan that will never work. Catalina Martín, finally, not single. Her family is happy to announce that she will bring her American boyfriend to her sister's wedding. Everyone is invited to come and witness the most magical event of the year. That would certainly be tomorrow's headline in the local newspaper of the small Spanish town I came from. Or the epitaph on my tombstone, seeing the turn my life had taken in the span of a phone call. Four weeks wasn't a lot of time to find someone willing to cross the Atlantic-from NYC and all the way to Spain-for a wedding. Let alone, someone eager to play along with my charade. But that didn't mean I was desperate enough to bring the 6'4 blue eyed pain in my ass standing before me, Aaron Blackford. The man whose main occupation was making my blood boil had just offered himself to be my date. Right after inserting his nose in my business, calling me delusional, and calling himself my best option. See? Outrageous. Aggravating. Blood boiling. And much to my total despair, also right. Which left me with a surly and extra large dilemma in my hands. Was it worth the suffering to bring my colleague and bane of my existence as my fake boyfriend to my sister's wedding? Or was I better off coming clean and facing the consequences of my panic induced lie? Like my abuela would say, que dios nos pille confesados.The Spanish Love Deception is an enemies-to-lovers, fake-dating.",,448.0,['Fiction'],en,False,False,False,MATURE,False,http://books.google.com/books/content?id=a6VXEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=a6VXEAAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=21&source=gbs_api
n4GmAwAAQBAJ,Sometimes It Lasts,Abbi Glines,Simon and Schuster,2014-06-03,"Enduring a long-distance relationship with the beautiful but hot-tempered Eva after landing a baseball scholarship, Cage resolves to prove his worth when he learns that Eva has been consoling herself in the arms of another man.",,288.0,['Fiction'],en,False,False,False,MATURE,False,http://books.google.com/books/content?id=n4GmAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=n4GmAwAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=22&source=gbs_api
X9FlAAAAMAAJ,Marriage Most Scandalous,Johanna Lindsey,,2005,"For Sebastian Townshend, son of the eighth Earl of Edgewood, England is a distant and bitter memory.",,344.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=X9FlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=X9FlAAAAMAAJ&dq=subject:romance&hl=&cd=23&source=gbs_api
z7E9AQAAMAAJ,North and South,Elizabeth Cleghorn Gaskell,Dutton Books,1975,"As relevant now as when it was first published, Elizabeth Gaskell's North and South skilfully weaves a compelling love story into a clash between the pursuit of profit and humanitarian ideals. This Penguin Classics edition is edited with an introduction by Patricia Ingham. When her father leaves the Church in a crisis of conscience, Margaret Hale is uprooted from her comfortable home in Hampshire to move with her family to the North of England. Initially repulsed by the ugliness of her new surroundings in the industrial town of Milton, Margaret becomes aware of the poverty and suffering of local mill workers and develops a passionate sense of social justice. This is intensified by her tempestuous relationship with the mill-owner and self-made man John Thornton, as their fierce opposition over his treatment of his employees masks a deeper attraction. In North and South Gaskell skilfully fused individual feeling with social concern, and in Margaret Hale created one of the most original heroines of Victorian literature. In her introduction Patricia Ingham examines Elizabeth Gaskell's treatment of geographical, economic and class differences, and the male and female roles portrayed in the novel. This edition also includes further reading, notes and a useful glossary. Elizabeth Gaskell (1810-65) was born in London, but grew up in the north of England in the village of Knutsford. In 1832 she married the Reverend William Gaskell and had four daughters, and one son who died in infancy. Her first novel, Mary Barton, was published in 1848, winning the attention of Charles Dickens, and most of her later work was published in his journals, including Cranford (1853), serialised in Dickens's Household Words. She was also a lifelong friend of Charlotte Bront�, whose biography she wrote. If you enjoyed North and South, you might like Jane Austen's Persuasion, also available in Penguin Classics. '[An] admirable story ... full of character and power' Charles Dickens",,456.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=z7E9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=z7E9AQAAMAAJ&dq=subject:romance&hl=&cd=24&source=gbs_api
uqVflzMSxAEC,Because of Low,Abbi Glines,Simon and Schuster,2013-07-02,"Originally self-published as an e-book, 2012.",,320.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=uqVflzMSxAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=uqVflzMSxAEC&printsec=frontcover&dq=subject:romance&hl=&cd=25&source=gbs_api
OKp2zQEACAAJ,Chain of Gold,Cassandra Clare,,2019,,,,['Brothers and sisters'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=OKp2zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=OKp2zQEACAAJ&dq=subject:romance&hl=&cd=26&source=gbs_api
lt__XXz3OaMC,Impossible,Danielle Steel,,2005,"Brought together by their mutual interest in art, Sasha, a widowed art gallery owner with grown children, and Liam, a successful artist nine years her junior, find new meaning in their lives through their relationship with each other.",,548.0,['Art dealers'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=lt__XXz3OaMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=lt__XXz3OaMC&dq=subject:romance&hl=&cd=27&source=gbs_api
AiH4zgEACAAJ,The Viscount Who Loved Me,Julia Quinn,HarperLuxe,2022-05-24,"# 1 New York Times Bestseller The inspiration for season two of BRIDGERTON, a series created by Shondaland for Netflix, from #1 New York Times bestselling author Julia Quinn: the story of Anthony Bridgerton in the second of her beloved Regency-set novels featuring the charming, powerful Bridgerton family. ANTHONY'S STORY This time the gossip columnists have it wrong. London's most elusive bachelor Anthony Bridgerton hasn't just decided to marry--he's even chosen a wife! The only obstacle is his intended's older sister, Kate Sheffield--the most meddlesome woman ever to grace a London ballroom. The spirited schemer is driving Anthony mad with her determination to stop the betrothal, but when he closes his eyes at night, Kate's the woman haunting his increasingly erotic dreams... Contrary to popular belief, Kate is quite sure that reformed rakes do not make the best husbands--and Anthony Bridgerton is the most wicked rogue of them all. Kate's determined to protect her sister--but she fears her own heart is vulnerable. And when Anthony's lips touch hers, she's suddenly afraid she might not be able to resist the reprehensible rake herself...",,512.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=AiH4zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=AiH4zgEACAAJ&dq=subject:romance&hl=&cd=28&source=gbs_api
eE9SMQEACAAJ,Esio Trot,Roald Dahl,Puffin,2013,"Mr Hoppy loves Mrs Silver. Mrs Silver loves Alfie the tortoise. Sometimes Mr Happy wishes he could become a tortoise. Until one day he finds a way to win Mrs Silver's heart, with the help of a little magic and some cabbage . . .",,80.0,"[""Children's stories""]",en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=eE9SMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=eE9SMQEACAAJ&dq=subject:romance&hl=&cd=29&source=gbs_api
CR7DxgEACAAJ,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",,2019,"The Shadow Market is a meeting point for faeries, werewolves, warlocks and vampires. There the Downworlders buy and sell magical objects, make dark bargains, and whisper secrets they do not want the Nephilim to know. Through two centuries, however, there has been a frequent visitor to the Shadow Market from the City of Bones, the very heart of the Shadowhunters. As a Silent Brother, Brother Zachariah is sworn keeper of the laws and lore of the Nephilim. But once he was a Shadowhunter called Jem Carstairs, and his love, then and always, is the warlock Tessa Gray. Follow Brother Zachariah and see, against the backdrop of the Shadow Market's dark dealing and festival, Anna Lightwood's doomed romance, Matthew Fairchild's great sin and Tessa Gray plunged into a world war. Valentine Morgenstern buys a soul at the Market and a young Jace Wayland's soul finds safe harbor. In the Market is hidden a lost heir and a beloved ghost, and no-one can save you once you have traded away your heart. Not even Brother Zachariah. The series features characters from Cassandra Clare's Mortal Instruments, Infernal Devices, Dark Artifices and the upcoming Last Hours series.",,616.0,['Demonology'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=CR7DxgEACAAJ&dq=subject:romance&hl=&cd=30&source=gbs_api
7cULzgEACAAJ,The Missing Sister,Lucinda Riley,,2021-04-29,"From Sunday Times No.1 bestselling author Lucinda Riley comes the latest installment in the epic multimillion-selling series, The Seven Sisters. The story of Merope, the missing sister, is waiting to be told . . . Following Georg Hoffman's revelation that he may have found The Missing Sister, Maia and Ally discover that all they have to go on is an address of a vineyard in New Zealand, plus a drawing of an unusual star-shaped emerald ring. Deciding that CeCe, who lives in Australia, is the closest, they send her to investigate with her partner, Chrissie. So begins a race against time to identify the Missing Sister, so she can join her sisters on The Titan to lay a wreath at a spot on the Aegean Sea where Ally last saw Pa Salt's boat. It's a race that takes them across the globe, as Mary McDougal, the woman who has the emerald ring that can confirm for certain if her daughter, Mary-Kate, is the Missing Sister, has embarked on a world tour after the death of her husband. As each sister takes their turn to trace her in New Zealand, Canada, England, France and Ireland, the elusive Mary manages to slip through their fingers, and it seems that she does not want to be found...",,576.0,,en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=7cULzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=7cULzgEACAAJ&dq=subject:romance&hl=&cd=31&source=gbs_api
NLc7MAEACAAJ,Northanger Abbey,Jane Austen,"Atlantic Publishing, Croxley Green",2012-01-01,Classics with legible texts you can actually read at a fantastic price.,,256.0,['Books and reading'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=NLc7MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=NLc7MAEACAAJ&dq=subject:romance&hl=&cd=32&source=gbs_api
tWbVwZjv43kC,The Glass Menagerie,Tennessee Williams,New Directions Publishing,1999,The only single edition now available of this American classic about a mother obsessed with her disabled daughter.,"text, image",132.0,['Drama'],en,False,True,True,NOT_MATURE,False,http://books.google.com/books/content?id=tWbVwZjv43kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=tWbVwZjv43kC&printsec=frontcover&dq=subject:romance&hl=&cd=33&source=gbs_api
oLg2vQEACAAJ,The Storm Sister,Lucinda Riley,Pan,2019-03-21,"Ally D'Aplièse is about to compete in one of the world's most perilous yacht races, when she hears the news of her adoptive father's sudden, mysterious death. Rushing back to meet her five sisters at their family home, she discovers that her father - an elusive billionaire affectionately known to his daughters as Pa Salt - has left each of them a tantalising clue to their true heritage. Ally has also recently embarked on a deeply passionate love affair that will change her destiny forever. But with her life now turned upside down, Ally decides to leave the open seas and follow the trail that her father left her, which leads her to the icy beauty of Norway . . . There, Ally begins to discover her roots - and how her story is inextricably bound to that of a young unknown singer, Anna Landvik, who lived there over a hundred years before, and sang in the first performance of Grieg's iconic music set to Ibsen's play 'Peer Gynt'. As Ally learns more about Anna, she also begins to question who her father, Pa Salt, really was. And why is the seventh sister missing?Following the bestselling The Seven Sisters, The Storm Sister is the second book in Lucinda Riley's spellbinding series based loosely on the mythology surrounding the famous star constellation.",,720.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=oLg2vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=oLg2vQEACAAJ&dq=subject:romance&hl=&cd=34&source=gbs_api
r1uxBgAAQBAJ,A Slice of Heaven,Sherryl Woods,MIRA,2015-02-24,"Emotions run high when the Sweet Magnolias try to reunite a couple who was meant to be together in this classic from #1 New York Times bestselling author Sherryl Woods When an eating disorder threatens the life of chef Dana Sue Sullivan's teenage daughter, she has no choice but to bring Annie's cheating dad back to Serenity, South Carolina. She tells herself and her friends it's all about Annie, but the sad truth is she has a boatload of unresolved feelings of her own for Ronnie Sullivan. From the moment Ronnie hits town, there's no question about his intentions. He's there for his daughter, to be sure, but he wants Dana Sue back, and every move he makes is designed to prove he's a changed man. The one thing that's never changed, though, are the sparks that fly whenever the two of them are in the same room. Dana Sue can deny all she wants that Ronnie's the only man for her, but not a single person in town is buying it. No matter the circumstances, Ronnie's return is a sweet recipe for a new beginning.",,395.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=r1uxBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=r1uxBgAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=35&source=gbs_api
aDYbgk-OCR4C,Fine Things,Danielle Steel,Dell Publishing Company,1988,The story of a man who learns that one's capacity to love is not reached until it is tested.,,415.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=aDYbgk-OCR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=aDYbgk-OCR4C&dq=subject:romance&hl=&cd=36&source=gbs_api
RNmODAAAQBAJ,The Japanese Lover,Isabel Allende,Simon and Schuster,2016-07-05,"In 1939, as Poland falls under the shadow of the Nazis, young Alma Belasco's parents send her away to live in safety with an aunt and uncle in their opulent mansion in San Francisco. There, as the rest of the world goes to war, she encounters Ichimei Fukuda, the quiet and gentle son of the family's Japanese gardener. Unnoticed by those around them, a tender love affair begins to blossom. Following the Japanese attack on Pearl Harbor, the two are cruelly pulled apart as Ichimei and his family -- like thousands of other Japanese Americans -- are declared enemies and forcibly relocated to internment camps run by the United States government. Throughout their lifetimes, Alma and Ichimei reunite again and again, but theirs is a love that they are forever forced to hide from the world. Decades later, Alma is nearing the end of her long and eventful life. Irina Bazili, a care worker struggling to come to terms with her own troubled past, meets the elderly woman and her grandson, Seth, at San Francisco's charmingly eccentric Lark House nursing home. As Irina and Seth forge a friendship, they become intrigued by a series of mysterious gifts and letters sent to Alma, eventually learning about Ichimei and this extraordinary secret passion that has endured for nearly seventy years.",,336.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=RNmODAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=RNmODAAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=37&source=gbs_api
glRaAAAAMAAJ,Sunny Chandler's Return,Sandra Brown,Bantam,2004,"Sandra Brown has won over fans and critics throughout the world with more than fifty New York Times bestselling novels. Her early works were hailed by Rendezvous magazine as stories with ""larger than life heroes and heroines [who] make you believe all the warm, wonderful, wild things in life."" Here is the unforgettable story of a woman who returns to her small hometown in the South--and finds that the sins of her past are right where she left them. Never. Sunny Chandler always said she'd never go back to the tiny town where she grew up. It was just three years ago that she was at the center of a notorious scandal--and the good folks of Latham Green, Louisiana, made it clear they'd never let her forget it. So Sunny packed up and headed for New Orleans, and now she wouldn't give up city life for the world. But when she's invited to her best friend's wedding, Sunny has no choice but to go home. And with her return come the whispers...the looks...the rumors she tried to escape. It doesn't take Sunny long to see that Latham Green has nothing new to offer. Except maybe Ty Beaumont. The moment Ty and Sunny first meet at a party, he can see she's no ordinary woman. With her dazzling hair, and eyes the color of gold, she's a flesh-and-blood fantasy--and Ty vows he'll have her in his bed before the week is out. Yet even when he turns on his southern charm, Sunny makes it clear she's not interested. Sure, a night with Ty would be wilder than Bourbon Street at Mardi Gras. But Sunny's not in town to become some good ol' boy's latest conquest, no matter how sexy he is. Little does she know that Ty isn'tused to taking no for an answer--and he isn't about to start now. Soon what began as an innocent flirtation becomes a tantalizingly slow, skillfully deliberate, and overwhelmingly seductive pursuit that even Sunny finds hard to resist. But resist him she will. For Sunny is harboring an agonizing secret--the painful truth of why she left Latham Green the way she did. What she really needs now is a friend--and that's when she discovers there may be more to Ty Beaumont than meets the eye. Despite his roguish facade, Sunny comes to see he has a heart of gold. Still, she doesn't know if she can trust another person with her secret heartbreak--not even the one man who may be able to heal it.",,232.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=glRaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=glRaAAAAMAAJ&dq=subject:romance&hl=&cd=38&source=gbs_api
