id,title,authors,publisher,published_date,description,reading_modes,page_count,categories,language,is_ebook,epub_is_available,pdf_is_available,maturity_rating,public_domain,image_links,preview_link
IY2uzQEACAAJ,The Ickabog,J. K. Rowling,,2020-11-10,"As the legend of the fearsome Ickabog spreads terror in the peaceful kingdom of Cornucopia, best friends Bert and Daisy set out to discover the truth and bring happiness back to the kingdom.",,304.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=IY2uzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=IY2uzQEACAAJ&dq=subject:fantasy&hl=&cd=78&source=gbs_api
UYIrAQAAMAAJ,Charlie and the Great Glass Elevator,Roald Dahl,Puffin,1988,"Mr. Willy Wonka might be a genius with chocolate, but Charlie and his family don't trust his flying skills one bit. And right now, he's at the helm of a giant glass elevator that's picking up speed and hurtling through space -- with Charlie and the entire Bucket family stuck inside! Roald Dahl's uproarious sequel to ""Charlie and the Chocolate Factory"" is certain to delight and entertain a new generation of readers. ""From the Hardcover edition.""",,180.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=UYIrAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=UYIrAQAAMAAJ&dq=subject:fantasy&hl=&cd=79&source=gbs_api
GMUJCAAAQBAJ,A Court of Thorns and Roses,Sarah J. Maas,Bloomsbury Publishing,2015,"A gorgeously written tale as lush and romantic as it is ferocious ... Absolutely spellbinding - New York Times bestselling author Alexandra BrackenFeyre is a huntress. And when she sees a deer in the forest being pursued by a wolf, she kills the predator and takes its prey to feed herself and her sisters. But the wolf was not what it seemed, and Feyre cannot predict the high price she will have to pay for its death ...Dragged away from her family for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding even more than his piercing green eyes suggest. As Feyre's feelings for Tamlin turn from hostility to passion, she learns that the faerie lands are a far more dangerous place than she realized. And Feyre must fight to break an ancient curse, or she will lose him forever.Sarah J. Maas is a global #1 bestselling author. Her books have sold more than nine million copies and been translated into 37 languages. Discover the sweeping romantic fantasy for yourself.Contains mature content. Not suitable for younger readers.",,433.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=GMUJCAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=GMUJCAAAQBAJ&dq=subject:fantasy&hl=&cd=80&source=gbs_api
Q_b6MAAACAAJ,Nils,Selma Lagerlof,,2000,"Selfish and lazy, fourteen-year-old Nils learns kindness and wisdom after he is bewitched into an elf-sized boy and carried off by a barnyard goose to join the migration of wild geese across Sweden to Lapland.",,406.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Q_b6MAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Q_b6MAAACAAJ&dq=subject:fantasy&hl=&cd=81&source=gbs_api
Q5V5PwAACAAJ,Stardust,Neil Gaiman,Headline Book Publishing,2005,"Stardust is an enchanting and enthralling novel from Sunday Times bestseller and master storyteller Neil Gaiman. 'Charming in every sense of the word, and deeply satisfying' (Time Out), it will delight fans of Terry Pratchett and J.R.R. Tolkien's The Hobbit, as well as those who loved the feature film starring Robert De Niro, Claire Danes, Rupert Everett and Michelle Pfeiffer among others. Life moves at a leisurely pace in the tiny town of Wall - named after the imposing stone barrier which separates the town from a grassy meadow. Here, young Tristran Thorn has lost his heart to the beautiful Victoria Forester and for the coveted prize of her hand, Tristran vows to retrieve a fallen star and deliver it to his beloved. It is an oath that sends him over the ancient wall and into a world that is dangerous and strange beyond imagining . . . Includes extra material exclusive to this Headline edition.",,196.0,['Courtship'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Q5V5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Q5V5PwAACAAJ&dq=subject:fantasy&hl=&cd=82&source=gbs_api
KyGPEAAAQBAJ,Harry Potter and the Goblet of Fire,J.K. Rowling,National Geographic Books,2000-07-08,"Young wizard-in-training Harry Potter prepares for a competition between Hogwarts School of Magic and two rival schools, develops a crush on Cho Chang, and wishes above all to be a normal fourteen-year-old.",text,0.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=KyGPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=KyGPEAAAQBAJ&dq=subject:fantasy&hl=&cd=83&source=gbs_api
J6LPEffCfWMC,"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (adult)",C. S. Lewis,Zondervan,2005-10-25,"The new adult softcover edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert!",,268.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=J6LPEffCfWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=J6LPEffCfWMC&dq=subject:fantasy&hl=&cd=84&source=gbs_api
WxedAGeQUqwC,Castle in the Air,Diana Wynne Jones,HarperCollins UK,2000,Sequel to Howl's moving castle.,,290.0,['Juvenile Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=WxedAGeQUqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=WxedAGeQUqwC&dq=subject:fantasy&hl=&cd=85&source=gbs_api
dqrVzgEACAAJ,Harry Potter and the Sorcerer's Stone,J. K. Rowling,Arthur A. Levine Books,1998,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School for Wizards and Witches.",,309.0,"[""Children's stories, English""]",en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=dqrVzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=dqrVzgEACAAJ&dq=subject:fantasy&hl=&cd=86&source=gbs_api
EtqnQgAACAAJ,The Neverending Story,"Michael Ende, Ralph Manheim",Putnam Juvenile,1985,"Small, fat Bastian Balthazar Bux is nobody's idea of a hero, least of all his own, until he finds himself stepping through the pages of a mysterious book into the world of Fantastica! Age 9+ 148 pages",,444.0,"[""Children's stories""]",en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=EtqnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=EtqnQgAACAAJ&dq=subject:fantasy&hl=&cd=87&source=gbs_api
m-u6KyViFD8C,Quidditch Through the Ages,J. K. Rowling,Bloomsbury Publishing,2009-01-01,"Did you know that: there are 700 ways of committing a foul in Quidditch? The game first began to evolve on Queerditch Marsh? What Bumphing is? That Puddlemere United is oldest team in the Britain and Ireland league? (Founded 1163.) All this information and much more could be yours once you have read this book: this is all you could ever need to know about the history, the rules - and the breaking of the rules - of the noble wizarding sport of Quidditch.",,130.0,['Juvenile Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=m-u6KyViFD8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=m-u6KyViFD8C&dq=subject:fantasy&hl=&cd=88&source=gbs_api
FbWTtwEACAAJ,Around the World in Eighty Days,Jules Verne,Bantam Classics,1984,"Depicts the adventures of Phineas Fogg and his manservant, Passepartout, on their journey around the world in the late nineteenth century",,163.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=FbWTtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=FbWTtwEACAAJ&dq=subject:fantasy&hl=&cd=89&source=gbs_api
owkKhVCq6f0C,Lord of Chaos,Robert Jordan,Macmillan,1995-11-15,A spectacular kidnapping and rescue.,text,1031.0,['Fiction'],en,False,True,True,NOT_MATURE,False,http://books.google.com/books/content?id=owkKhVCq6f0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=owkKhVCq6f0C&dq=subject:fantasy&hl=&cd=90&source=gbs_api
VTu8i9vGUksC,The Cat in the Hat,Dr. Seuss,Random House Books for Young Readers,2012,The Cat in the Hat entertains two children on a rainy day.,,73.0,['Juvenile Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=VTu8i9vGUksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=VTu8i9vGUksC&dq=subject:fantasy&hl=&cd=91&source=gbs_api
7FbX-Rac8hMC,The Field Guide,"Tony DiTerlizzi, Holly Black",Simon and Schuster,2003-05,When the Grace children go to stay at their great-aunt and other creatures and begin to have some unusual experiences.,,138.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=7FbX-Rac8hMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=7FbX-Rac8hMC&printsec=frontcover&dq=subject:fantasy&hl=&cd=92&source=gbs_api
0MULAQAAMAAJ,The Tales of Beedle the Bard,J. K. Rowling,Bloomsbury Children's Books,2008,"'And As For This Book,' Said Hermione, The Tales Of Beedle The Bard... I&Rsquo;Ve Never Even Heard Of Them!' 'You&Rsquo;Ve Never Heard Of The Tales Of Beedle The Bard?' Said Ron Incredulously. 'You'Re Kidding, Right?' (Taken From Harry Potter And The Deathly Hallows) Bloomsbury, In Association With The Children'S High Level Group, Is Delighted To Announce The Tales Of Beedle The Bard, The First New Book From J. K. Rowling Since The Publication Of The Final Book In The Harry Potter Series, Harry Potter And The Deathly Hallows. The Tales Of Beedle The Bard, Played A Crucial Role In Assisting Harry, Aided By His Friends Ron And Hermione, To Finally Defeat Lord Voldemort. Fans Will Be Thrilled To Have This Opportunity To Read The Tales In Full. The Tales Of Beedle The Bard Is Without Doubt An Exciting Addition To The Canon Of Harry Potter. They Also Reveal The Wonderful Versatility Of The Author, As She Tackles With Relish The Structure And Varying Tones Of A Classic Fairy Tale. There Are Five Tales Included In The Book: 'The Tale Of The Three Brothers', Which Is Recounted In Harry Potter And The Deathly Hallows; Plus Four More &Mdash; 'The Fountain Of Fair Fortune', 'The Warlock'S Hairy Heart', 'The Wizard And The Hopping Pot', And 'Babbitty Rabbitty And Her Cackling Stump'. Each Tale Has Its Own Magical Character And Will Variously Bring Delight, Laughter And The Thrill Of Mortal Peril. The Tales Of Beedle The Bard, Translated From The Original Runes By Hermione Granger, Is Introduced And Illustrated By J. K. Rowling. Also Included Are Notes On The Stories By Professor Albus Dumbledore, Which Appear By Generous Permission Of The Hogwarts Headmasters' Archive.",,136.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=0MULAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=0MULAQAAMAAJ&dq=subject:fantasy&hl=&cd=93&source=gbs_api
6F_8bJ4AOYMC,Alice's Adventures in Wonderland,Lewis Carroll,Puffin,1994,"Grade level: 3, 4, 5, 6, 7, p, e.",,164.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=6F_8bJ4AOYMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=6F_8bJ4AOYMC&dq=subject:fantasy&hl=&cd=94&source=gbs_api
1dV7AQAACAAJ,Pinocchio,Carlo Collodi,,1974,The adventures of a talking wooden puppet whose nose grew longer whenever he told a lie.,,231.0,,en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=1dV7AQAACAAJ&dq=subject:fantasy&hl=&cd=95&source=gbs_api
PK0VnizJJP8C,Now We are Six,Alan Alexander Milne,Yearling,1970-08,"Here are the poems of childhood, of summer days at the beach and rainy days at the window, fishing trips and fanciful ones. Here are Christopher Robin's wheezles and sneezles, James Morrison's wayward mother, and so much more. Bright in color and true in spirit, these books are perfect for giving--to Pooh fans of all ages. Copyright © Libri GmbH. All rights reserved.",,116.0,['Juvenile Nonfiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=PK0VnizJJP8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=PK0VnizJJP8C&dq=subject:fantasy&hl=&cd=96&source=gbs_api
qu6qoAEACAAJ,The Wizard of Oz,Lyman Frank Baum,Ladybird,2016-04,"A perfect first introduction to the classic American story of Dorothy and her journey along the Yellow Brick Road. Simply told with gentle, amusing rhyming text. Part of the Ladybird 'First Favourite Tales' series - a perfect introduction to fairy tales for preschoolers - it contains amusing pictures and lots of funny rhythm and rhyme to delight young children. Ideal for reading aloud and sharing with children aged 2-4 year olds.",,0.0,['Cyclones'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=qu6qoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=qu6qoAEACAAJ&dq=subject:fantasy&hl=&cd=97&source=gbs_api
KnIkAQAAMAAJ,Where the Wild Things are,Maurice Sendak,Scholastic,1963,"Max is sent to bed without supper and imagines sailing away to the land of Wild Things, where he is made king. Winner, 1964 Caldecott MedalNotable Children's Books of 1940-1970 (ALA)1981 Boston Globe-Horn Book Award for Illustration1963, 1982 Fanfare Honor List (The Horn Book)Best Illustrated Children's Books of 1963, 1982 (NYT)A Reading Rainbow Selection1964 Lewis Carroll Shelf AwardChildren's Books of 1981 (Library of Congress)1981 Children's Books (NY Public Library)100 Books for Reading and Sharing 1988 (NY Public Library)",,44.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=KnIkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=KnIkAQAAMAAJ&dq=subject:fantasy&hl=&cd=98&source=gbs_api
K4c4UdONAAcC,The Story of Doctor Dolittle,,Yearling,1997,"Docotr Doolittle is a scholar of all animal languages, he travels to Africa to help the monkeys there an dhas many animal adventures.",,130.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=K4c4UdONAAcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=K4c4UdONAAcC&dq=subject:fantasy&hl=&cd=99&source=gbs_api
OEhnxC4qPOwC,Pyramids,Terry Pratchett,Random House,1990,"Set in the desert kingdom of Djelibeybi, Pyramids follows the adventures and, more often, misadventures of Teppic, a teenage pharoah faced with a terror-filled world of mad high priests, sacred crocodiles, marching mummies and exploding pyramids.",,388.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=OEhnxC4qPOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=OEhnxC4qPOwC&dq=subject:fantasy&hl=&cd=100&source=gbs_api
0ovOTsTs22AC,Eragon,Christopher Paolini,Laurel Leaf,2006,"14 Compact Discs; 16 hours, 23 minutes; unabridged Audio CD.",,770.0,['Juvenile Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=0ovOTsTs22AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=0ovOTsTs22AC&dq=subject:fantasy&hl=&cd=101&source=gbs_api
WOe-9kTsJUQC,Lucinda's Secret,"Tony DiTerlizzi, Holly Black",Simon and Schuster,2003-10,"With goblins, trolls, and the house boggart all trying to get them, the Grace children turn to Great Aunt Lucinda for help.",,140.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=WOe-9kTsJUQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=WOe-9kTsJUQC&printsec=frontcover&dq=subject:fantasy&hl=&cd=102&source=gbs_api
Y5epoAEACAAJ,The Chronicles of Narnia - the Horse and His Boy,C. S. Lewis,HarperCollins Children's Books,2014-12-01,"Bree, the talking horse, has been kidnapped from Narnia, and longs to return. Shasta decides to run away with him. Before they know it, they are on a wild and dangerous journey together, through strange cities, eerie tombs and harsh deserts.",,208.0,"[""Children's stories""]",en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Y5epoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Y5epoAEACAAJ&dq=subject:fantasy&hl=&cd=103&source=gbs_api
8M2JcxsihdgC,The Land of Oz,Lyman Frank Baum,Reilly & Lee Company,1904,"Tip and his creation, Jack Pumpkin, run away to Oz where they save the city after it is captured by girls.",,322.0,"[""Children's stories, American""]",en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=8M2JcxsihdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=8M2JcxsihdgC&dq=subject:fantasy&hl=&cd=104&source=gbs_api
k3iLAAAACAAJ,Karlson on the Roof,"Astrid Lindgren, Patricia Crampton",,1975,"Midge is the youngest in his family and he often feels that no one really understands him. But everything changes the evening Karlson flies in through Midge's open window. Karlson is a chubby little man with a propeller on his back, the world's Best Karlson full of jokes and tricks, and he lives in a small house high up on the rooftops. Midge has never had a better companion. That is, until something special happens on his birthday...",,120.0,"[""Children's literature, Swedish""]",en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=k3iLAAAACAAJ&dq=subject:fantasy&hl=&cd=105&source=gbs_api
-UL-twAACAAJ,The Last Olympian,Rick Riordan,Percy Jackson & the Olympians,2009,"Includes a sneak peak at ""The heroes of Olympus, book 1: The lost hero.""",,381.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=-UL-twAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=-UL-twAACAAJ&dq=subject:fantasy&hl=&cd=106&source=gbs_api
Fo7DAAAACAAJ,The Story of Doctor Dolittle,Hugh Lofting,Red Fox,1995,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",,139.0,['Animals'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=Fo7DAAAACAAJ&dq=subject:fantasy&hl=&cd=107&source=gbs_api
nUyLhPuSp3sC,The Talisman,"Stephen King, Peter Straub",,1984,"On a brisk autumn day, a thirteen-year-old boy stands on the shores of the gray Atlantic, near a silent amusement park and a fading ocean resort called the Alhambra. The past has driven Jack Sawyer here: his father is gone, his mother is dying, and the world no longer makes sense. But for Jack everything is about to change. For he has been chosen to make a journey back across America–and into another realm. One of the most influential and heralded works of fantasy ever written, The Talisman is an extraordinary novel of loyalty, awakening, terror, and mystery. Jack Sawyer, on a desperate quest to save his mother’s life, must search for a prize across an epic landscape of innocents and monsters, of incredible dangers and even more incredible truths. The prize is essential, but the journey means even more. Let the quest begin. . . .",,774.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=nUyLhPuSp3sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=nUyLhPuSp3sC&dq=subject:fantasy&hl=&cd=108&source=gbs_api
LTQgDAAAQBAJ,A Court of Mist and Fury,Sarah J. Maas,Bloomsbury Publishing,2016,"A gorgeously written tale as lush and romantic as it is ferocious ... Absolutely spellbinding - New York Times bestselling author Alexandra Bracken on A Court of Thorns and RosesFeyre survived Amarantha's clutches to return to the Spring Court - but at a steep cost. Though she now possesses the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, the mesmerising High Lord of the feared Night Court. As Feyre navigates his dark web of political games and tantalising promises, a greater evil looms - and she might be key to stopping it. But only if she can step into her growing power, heal her fractured soul and have the courage to shape her own future - and the future of a world cloven in two.Sarah J. Maas is a global #1 bestselling author. Her books have sold more than nine million copies and been translated into 37 languages. Discover the sweeping romantic fantasy for yourself.Contains mature content. Not suitable for younger readers.",,645.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=LTQgDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=LTQgDAAAQBAJ&dq=subject:fantasy&hl=&cd=109&source=gbs_api
JyGPEAAAQBAJ,Harry Potter and the Order of the Phoenix,J.K. Rowling,National Geographic Books,2003-06-21,"As Harry faces his upcoming fifth year at Hogwarts Academy, there are increasing rumors of dark times coming and of Lord Voldemort's return to power, and a secret anti-Voldemort society, The Order of the Phoenix, begins meeting again.",text,0.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=JyGPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=JyGPEAAAQBAJ&dq=subject:fantasy&hl=&cd=110&source=gbs_api
9DoPXKN0cFwC,Mary Poppins Opens the Door,P. L. Travers,Yearling,1991-03,"Mary Poppins returns to the Banks family in a rocket and involves the Banks children in more magical adventures, including those with Peppermint Horses, the Marble Boy, and the Cat That Looked at the King.",,260.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=9DoPXKN0cFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=9DoPXKN0cFwC&dq=subject:fantasy&hl=&cd=111&source=gbs_api
vg99OwAACAAJ,The Ones who Walk Away from Omelas,Ursula K. Le Guin,,1993,Some inhabitants of a peaceful kingdom cannot tolerate the act of cruelty that underlies its happiness.,,0.0,['Conduct of life'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=vg99OwAACAAJ&dq=subject:fantasy&hl=&cd=112&source=gbs_api
mxKYtAEACAAJ,"The Lion, the Witch and the Wardrobe",Clive Staples Lewis,,1998,New abridged version with full col. illus. for younger readers. 7 yrs+,,48.0,['Adventure stories'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=mxKYtAEACAAJ&dq=subject:fantasy&hl=&cd=113&source=gbs_api
vK3DwgEACAAJ,The wonderful adventures of Nils,Selma Lagerlöf,,1957,,,539.0,['Sweden'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=vK3DwgEACAAJ&dq=subject:fantasy&hl=&cd=114&source=gbs_api
Y5dUcAAACAAJ,The Happy Prince and Other Stories,"Oscar Wilde, Michael Mac Liammoir",Puffin,1985-04-01,"Includes The Happy Prince, The Selfish Giant, The Devoted Friend, The Remarkable Rocket, The Nightingale and the Rose, The Young King, The Birthday of the Infanta, The Star-Child, and The Fisherman and His Soul.",,185.0,['Fairy tales'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=Y5dUcAAACAAJ&dq=subject:fantasy&hl=&cd=115&source=gbs_api
f6_wDAEACAAJ,Fantastic Beasts and where to Find Them,J. K. Rowling,Arthur A. Levine Books,2016,"Newly arrived in New York city in 1926, Newt Scamander does not expect to stay long, that is, until his magical case is misplaced and some of his fantastic beasts escape.",,0.0,['Juvenile Nonfiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=f6_wDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=f6_wDAEACAAJ&dq=subject:fantasy&hl=&cd=116&source=gbs_api
VB6D0AEACAAJ,Charlie and the Chocolate Factory,Roald Dahl,,1979,,,0.0,"[""Children's plays""]",en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=VB6D0AEACAAJ&dq=subject:fantasy&hl=&cd=117&source=gbs_api
mD5X3THHTmQC,Five Children and it,Edith Nesbit,Puffin,1959,"Be careful what you ask for. You may get it! That's the message in this delightful tale of five youngsters who discover a bizarre sand creature that grants wishes. There's a catch, of course: the wishes come undone at sunset, and worse yet, things often get out of hand!",,228.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=mD5X3THHTmQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=mD5X3THHTmQC&dq=subject:fantasy&hl=&cd=118&source=gbs_api
zGItzwEACAAJ,Peter Pan,James Matthew Barrie,,1995,"The adventures of Peter Pan, the boy who would not grow up.",,272.0,['Fantasy'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=zGItzwEACAAJ&dq=subject:fantasy&hl=&cd=119&source=gbs_api
drCfiu1MRN8C,Artemis Fowl,Eoin Colfer,Viking,2002,"Artemis Fowl is going straight...as soon as he pulls off the most brilliant criminal feat of his career. But his last job plan goes awry, leaving his loyal bodyguard, Butler, mortally injured. Artemis's only hope of saving his friend is to enlist the help of his old rival, Captain Holly Short of the LEPrecon fairy police. It is going to take a miracle to save Butler, and Artemis's luck may have just run out. . . Praise for ""Artemis Fowl: The Eternity Code"" *""Readers will burn the midnight oil to the finish."" -Publishers Weekly (starred review) .."".the action is fast and furious, the humor is abundant, characterizations are zany, and the boy genius works wonders--all of which add up to another wild ride for Artemis' fans."" - Booklist ""Colfer's young antihero might be getting more likeable all the time, but that hasn't taken the edge off the Tom-Clancy-meets-Harry-Potter action."" - Amazon.com",,308.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=drCfiu1MRN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=drCfiu1MRN8C&dq=subject:fantasy&hl=&cd=120&source=gbs_api
qx3hAAAAMAAJ,The House at Pooh Corner,Alan Alexander Milne,Dutton Juvenile,1961,"This deluxe edition of Milnes classic work is a stunning companion to the ""Winnie-the-Pooh 80th Anniversary Edition."" The interior features the unabridged text and Shepards charming illustrations in full color on cream-colored stock, along with a die-cut window that reveals the full-color art on the case cover.",,200.0,['Juvenile Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=qx3hAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=qx3hAAAAMAAJ&dq=subject:fantasy&hl=&cd=121&source=gbs_api
poq0maYov4MC,Keeper of the Lost Cities,Shannon Messenger,Simon and Schuster,2012-10-02,"At age 12, Sophie learns that the remarkable abilities that have always caused her to stand out identify her as an elf. After being brought to Eternalia to hone her skills, she discovers that she has secrets buried in her memory for which some would kill.",,496.0,['Juvenile Nonfiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=poq0maYov4MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=poq0maYov4MC&printsec=frontcover&dq=subject:fantasy&hl=&cd=122&source=gbs_api
vPp80QEACAAJ,Through the Looking Glass,,,1949,,,0.0,['English fiction'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=vPp80QEACAAJ&dq=subject:fantasy&hl=&cd=123&source=gbs_api
tyVePgAACAAJ,Mary Poppins Comes Back,P. L. Travers,,1981-01-01,"Order and excitement return to the Banks household when their governess, Mary Poppins, arrives on the end of a kite.",,268.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=tyVePgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=tyVePgAACAAJ&dq=subject:fantasy&hl=&cd=124&source=gbs_api
